Mod:Item:MetaData, Localized Name
pixelmon:tm123, TM123: Sky Attack
pixelmon:tm124, TM124: Psywave
pixelmon:tm125, TM125: Tri Attack
pixelmon:tm126, TM126: Dynamic Punch
pixelmon:tm127, TM127: Headbutt
pixelmon:tm128, TM128: Curse
pixelmon:tm129, TM129: Rollout
pixelmon:tm130, TM130: Zap Cannon
pixelmon:tm131, TM131: Sweet Scent
pixelmon:tm132, TM132: Snore
pixelmon:tm133, TM133: Icy Wind
pixelmon:tm134, TM134: Giga Drain
pixelmon:tm135, TM135: Endure
pixelmon:tm136, TM136: Iron Tail
pixelmon:tm137, TM137: Dragon Breath
pixelmon:tm138, TM138: Mud-Slap
pixelmon:tm139, TM139: Ice Punch
pixelmon:tm140, TM140: Sleep Talk
pixelmon:tm141, TM141: Defense Curl
pixelmon:tm142, TM142: Thunder Punch
pixelmon:tm143, TM143: Detect
pixelmon:tm144, TM144: Steel Wing
pixelmon:tm145, TM145: Fire Punch
pixelmon:tm146, TM146: Fury Cutter
pixelmon:tm147, TM147: Nightmare
pixelmon:tm148, TM148: Focus Punch
pixelmon:tm149, TM149: Water Pulse
pixelmon:tm150, TM150: Bullet Seed
pixelmon:tm151, TM151: Shock Wave
pixelmon:tm152, TM152: Secret Power
pixelmon:tm153, TM153: Skill Swap
pixelmon:tm154, TM154: Snatch
pixelmon:tm155, TM155: Roost
pixelmon:tm156, TM156: Brine
pixelmon:tm157, TM157: Dragon Pulse
pixelmon:tm158, TM158: Drain Punch
pixelmon:tm159, TM159: Silver Wind
pixelmon:tm160, TM160: Recycle
pixelmon:tm161, TM161: Avalanche
pixelmon:tm162, TM162: Stealth Rock
pixelmon:tm163, TM163: Captivate
pixelmon:tm164, TM164: Dark Pulse
pixelmon:tm165, TM165: Natural Gift
pixelmon:tm166, TM166: Infestation
pixelmon:tm167, TM167: Nature Power
pixelmon:tm168, TM168: Power-Up Punch
pixelmon:tm169, TM169: Dazzling Gleam
pixelmon:tm170, TM170: Confide
pixelmon:tm171, TM171: Aurora Veil
pixelmon:tm172, TM172: Brutal Swing
pixelmon:tm173, TM173: Smart Strike
pixelmon:tm174, TM174: Leech Life
pixelmon:hm1, HM01: Cut
pixelmon:hm2, HM02: Fly
pixelmon:hm3, HM03: Surf
pixelmon:hm4, HM04: Strength
pixelmon:hm5, HM05: Defog
pixelmon:hm6, HM06: Rock Smash
pixelmon:hm7, HM07: Waterfall
pixelmon:hm8, HM08: Rock Climb
pixelmon:hm9, HM09: Whirlpool
pixelmon:hm10, HM10: Dive
pixelmon:pokemail_air, Air Mail
pixelmon:pokemail_bloom, Bloom Mail
pixelmon:pokemail_brick, Brick Mail
pixelmon:pokemail_bridged, BridgeMail D
pixelmon:pokemail_bridgem, BridgeMail M
pixelmon:pokemail_bridges, BridgeMail S
pixelmon:pokemail_bridgev, BridgeMail V
pixelmon:pokemail_bubble, Bubble Mail
pixelmon:pokemail_dream, Dream Mail
pixelmon:pokemail_fab, Fab Mail
pixelmon:pokemail_favored, Favored Mail
pixelmon:pokemail_flame, Flame Mail
pixelmon:pokemail_glitter, Glitter Mail
pixelmon:pokemail_grass, Grass Mail
pixelmon:pokemail_greet, Greet Mail
pixelmon:pokemail_heart, Heart Mail
pixelmon:pokemail_inquiry, Inquiry Mail
pixelmon:pokemail_like, Like Mail
pixelmon:pokemail_mech, Mech Mail
pixelmon:pokemail_mosaic, Mosaic Mail
pixelmon:pokemail_orange, Orange Mail
pixelmon:pokemail_reply, Reply Mail
pixelmon:pokemail_retro, Retro Mail
pixelmon:pokemail_rsvp, RSVP Mail
pixelmon:pokemail_snow, Snow Mail
pixelmon:pokemail_space, Space Mail
pixelmon:pokemail_steel, Steel Mail
pixelmon:pokemail_thanks, Thanks Mail
pixelmon:pokemail_wave, Wave Mail
pixelmon:pokemail_wood, Wood Mail
pixelmon:lure_normal_weak, Weak Normal Lure
pixelmon:lure_fire_weak, Weak Fire Lure
pixelmon:lure_water_weak, Weak Water Lure
pixelmon:lure_electric_weak, Weak Electric Lure
pixelmon:lure_grass_weak, Weak Grass Lure
pixelmon:lure_ice_weak, Weak Ice Lure
pixelmon:lure_fighting_weak, Weak Fighting Lure
pixelmon:lure_poison_weak, Weak Poison Lure
pixelmon:lure_ground_weak, Weak Ground Lure
pixelmon:lure_flying_weak, Weak Flying Lure
pixelmon:lure_psychic_weak, Weak Psychic Lure
pixelmon:lure_bug_weak, Weak Bug Lure
pixelmon:lure_rock_weak, Weak Rock Lure
pixelmon:lure_ghost_weak, Weak Ghost Lure
pixelmon:lure_dragon_weak, Weak Dragon Lure
pixelmon:lure_dark_weak, Weak Dark Lure
pixelmon:lure_steel_weak, Weak Steel Lure
pixelmon:lure_fairy_weak, Weak Fairy Lure
pixelmon:lure_shiny_weak, Weak Shiny Lure
pixelmon:lure_ha_weak, Weak Hidden Ability Lure
pixelmon:lure_normal_strong, Strong Normal Lure
pixelmon:lure_fire_strong, Strong Fire Lure
pixelmon:lure_water_strong, Strong Water Lure
pixelmon:lure_electric_strong, Strong Electric Lure
pixelmon:lure_grass_strong, Strong Grass Lure
pixelmon:lure_ice_strong, Strong Ice Lure
pixelmon:lure_fighting_strong, Strong Fighting Lure
pixelmon:lure_poison_strong, Strong Poison Lure
pixelmon:lure_ground_strong, Strong Ground Lure
pixelmon:lure_flying_strong, Strong Flying Lure
pixelmon:lure_psychic_strong, Strong Psychic Lure
pixelmon:lure_bug_strong, Strong Bug Lure
pixelmon:lure_rock_strong, Strong Rock Lure
pixelmon:lure_ghost_strong, Strong Ghost Lure
pixelmon:lure_dragon_strong, Strong Dragon Lure
pixelmon:lure_dark_strong, Strong Dark Lure
pixelmon:lure_steel_strong, Strong Steel Lure
pixelmon:lure_fairy_strong, Strong Fairy Lure
pixelmon:lure_shiny_strong, Strong Shiny Lure
pixelmon:lure_ha_strong, Strong Hidden Ability Lure
pixelmon:lure_casing_weak, Iron Lure Casing
pixelmon:lure_casing_strong, Gold Lure Casing
primitivemobs:camouflage_dye, Camouflage Dye
primitivemobs:camouflage_helmet, Camouflage Helmet
primitivemobs:camouflage_chestplate, Camouflage Chestplate
primitivemobs:camouflage_boots, Camouflage Boots
primitivemobs:camouflage_leggings, Camouflage Leggings
primitivemobs:dodo, Raw Dodo
primitivemobs:cooked_dodo, Cooked Dodo
primitivemobs:dodo_egg, Dodo Egg
primitivemobs:mimic_orb, Mimic Orb
primitivemobs:goblin_mace, Goblin Mace
primitivemobs:wonder_sap, Wonder Sap
primitivemobs:spider_egg, Spider Egg
primitivemobs:mysteryegg1, Mystery Egg
primitivemobs:mysteryegg2, Mystery Egg
primitivemobs:mysteryegg3, Mystery Egg
primitivemobs:spider_eggshell, Spider Egg Shell
roboticraft:robot_block, Robot
roboticraft:robot_jammer, Robot Jammer
roboticraft:robot_magnet, Magnetic Block
roboticraft:robot_remote, Robot Remote
roboticraft:robot_wrench, Wrench
roboticraft:robot_spawn:0, Robot Spawner
roboticraft:robot_spawn:1, Robot Spawner
roboticraft:expansion_chip:0, Climbing Chip
roboticraft:expansion_chip:1, Jumping Chip
roboticraft:expansion_chip:2, Mining Chip
roboticraft:expansion_chip:3, Builder Chip
roboticraft:expansion_chip:4, Inspection Chip
roboticraft:expansion_chip:5, Interact Chip
roboticraft:expansion_chip:6, Detection Chip
roboticraft:expansion_chip:7, Attack Chip
roboticraft:expansion_chip:8, #CORRUPTED CHIP#
roboticraft:expansion_chip:9, #CORRUPTED CHIP#
roboticraft:expansion_chip:10, #CORRUPTED CHIP#
roboticraft:expansion_chip:11, #CORRUPTED CHIP#
roboticraft:expansion_chip:12, #CORRUPTED CHIP#
roboticraft:expansion_chip:13, #CORRUPTED CHIP#
roboticraft:expansion_chip:14, #CORRUPTED CHIP#
roboticraft:expansion_chip:15, Echo Chip
roboticraft:robot_meter:0, Redstone Meter
roboticraft:robot_card:0, Save Card
roboticraft:robot_sim:0, Robot SIM Card
roboticraft:robot_memory:0, Robot Memory
roboticraft:robot_memory:1, Robot MemoryX2
roboticraft:robot_memory:2, Robot MemoryX3
roboticraft:robot_memory:3, Robot MemoryX4
roboticraft:robot_memory:4, Robot MemoryX5
roboticraft:robot_memory:5, Robot MemoryX6
roboticraft:robot_memory:6, Robot MemoryX7
roboticraft:robot_memory:7, Robot MemoryX8
roboticraft:robot_whistle, Whistle
roboticraft:robot_wipe, Memory Wiper
roboticraft:robot_manual, Python API Manual
roboticraft:robot_suit:0, Robot Armor
roboticraft:robot_suit:1, Lava Suit
roboticraft:robot_suit:2, Scuba Suit
tektopia:iron_hammer, Iron Hammer
tektopia:beer, Beer
tektopia:heart, Heart
tektopia:rancher_hat, Rancher Hat
tektopia:prof_rancher, Rancher
tektopia:prof_chef, Chef
tektopia:prof_nomad, Nomad
tektopia:prof_nitwit, Nitwit
tektopia:prof_cleric, Cleric
tektopia:prof_teacher, Teacher
tektopia:prof_blacksmith, Blacksmith
tektopia:prof_farmer, Farmer
tektopia:prof_butcher, Butcher
tektopia:prof_enchanter, Enchanter
tektopia:prof_lumberjack, Lumberjack
tektopia:prof_captain, Captain
tektopia:prof_bard, Bard
tektopia:prof_child, Child
tektopia:prof_guard, Guard
tektopia:prof_druid, Druid
tektopia:prof_miner, Miner
tektopia:structure_tavern, Tavern
tektopia:structure_townhall, Town Hall
tektopia:structure_school, School
tektopia:structure_storage, Storage
tektopia:structure_sheeppen, Sheep Pen
tektopia:structure_mineshaft, Mineshaft
tektopia:structure_pigpen, Pig Pen
tektopia:structure_home2, Home 2
tektopia:structure_home4, Home 4
tektopia:structure_home6, Home 6
tektopia:structure_cowpen, Cow Pen
tektopia:structure_library, Library
tektopia:structure_chickencoop, Chicken Coop
tektopia:structure_butcher, Butcher
tektopia:structure_blacksmith, Smithy
tektopia:structure_guard_post, Guard Post
tektopia:structure_merchant_stall, Merchant Stall
tektopia:structure_kitchen, Kitchen
tektopia:structure_barracks, Barracks
tektopia:chair, Chair
torchmaster:frozen_pearl, Frozen Pearl
torchmaster:mega_torch:0, Mega Torch
torchmaster:mega_torch:1, Unlit Mega Torch
torchmaster:terrain_lighter, Terrain Lighter
torchmaster:dread_lamp, Dread Lamp
torchmaster:feral_flare_lantern, Feral Flare Lantern
weather2:sand_layer_placeable, Placeable Sand Layer
weather2:weather_item, Weather Item
weather2:pocket_sand, Pocket Sand!
weather2:tornado_sensor, Tornado Sensor
weather2:tornado_siren, Weather Siren
weather2:tornado_siren_manual, Manual Redstone Siren
weather2:wind_vane, Wind Vane
weather2:weather_forecast, Weather Radar
weather2:weather_machine, Weather Machine (right click to cycle)
weather2:weather_deflector, Weather Deflector
weather2:anemometer, Anemometer
xnet:xnet_manual, XNet Manual
xnet:connector_upgrade, Connector Upgrade Kit
xnet:facade, Facade
xnet:redstone_proxy, Redstone Proxy
xnet:redstone_proxy_upd, Redstone Proxy (update)
xnet:netcable:0, Blue Network Cable
xnet:netcable:1, Red Network Cable
xnet:netcable:2, Yellow Network Cable
xnet:netcable:3, Green Network Cable
xnet:netcable:4, Routing Network Cable
xnet:connector:0, Blue Connector
xnet:connector:1, Red Connector
xnet:connector:2, Yellow Connector
xnet:connector:3, Green Connector
xnet:connector:4, Routing Connector
xnet:advanced_connector:0, Advanced Blue Connector
xnet:advanced_connector:1, Advanced Red Connector
xnet:advanced_connector:2, Advanced Yellow Connector
xnet:advanced_connector:3, Advanced Green Connector
xnet:controller, Controller
xnet:router, Router
xnet:wireless_router, Wireless Router
xnet:antenna, Antenna
xnet:antenna_base, Antenna Base
xnet:antenna_dish, Antenna Dish
matteroverdrive:dilithium_crystal, Dilithium Crystal
matteroverdrive:tritanium_ingot, Tritanium Ingot
matteroverdrive:tritanium_nugget, Tritanium Nugget
matteroverdrive:tritanium_dust, Tritanium Dust
matteroverdrive:tritanium_plate, Tritanium Plate
matteroverdrive:matter_dust, Matter Dust
matteroverdrive:matter_dust_refined, Refined Matter Dust
matteroverdrive:android_pill:0, Red Pill
matteroverdrive:android_pill:1, Blue Pill
matteroverdrive:android_pill:2, Yellow Pill
matteroverdrive:emergency_ration, Emergency Ration
matteroverdrive:earl_gray_tea, Tea. Earl Grey. Hot.
matteroverdrive:romulan_ale, Romulan Ale
matteroverdrive:battery, Battery
matteroverdrive:hc_battery, High Capacity Battery
matteroverdrive:creative_battery, Creative Battery
matteroverdrive:matter_container, item.matteroverdrive.matter_container.name
matteroverdrive:me_conversion_matrix, Matter-Energy Conversion Matrix
matteroverdrive:h_compensator, Heisenberg Compensator
matteroverdrive:integration_matrix, Integration Matrix
matteroverdrive:machine_casing, Machine Casing
matteroverdrive:s_magnet, Superconductor Magnet
matteroverdrive:isolinear_circuit:0, Isolinear Circuit Mk1
matteroverdrive:isolinear_circuit:1, Isolinear Circuit Mk2
matteroverdrive:isolinear_circuit:2, Isolinear Circuit Mk3
matteroverdrive:isolinear_circuit:3, Isolinear Circuit Mk4
matteroverdrive:matter:0, item.matteroverdrive.matter.name
matteroverdrive:matter:1, item.matteroverdrive.matter.name
matteroverdrive:matter:2, item.matteroverdrive.matter.name
matteroverdrive:forcefield_emitter, Force Field Emitter
matteroverdrive:weapon_handle, Weapon Handle
matteroverdrive:weapon_receiver, Weapon Receiver
matteroverdrive:plasma_core, Plasma Core
matteroverdrive:phaser, Phaser
matteroverdrive:phaser_rifle, Phaser Rifle
matteroverdrive:plasma_shotgun, Plasma Shotgun
matteroverdrive:ion_sniper, Ion Sniper
matteroverdrive:omni_tool, Omni Tool
matteroverdrive:weapon_module_color:0, Color Module (Red)
matteroverdrive:weapon_module_color:1, Color Module (Green)
matteroverdrive:weapon_module_color:2, Color Module (Blue)
matteroverdrive:weapon_module_color:3, Color Module (Brown)
matteroverdrive:weapon_module_color:4, Color Module (Pink)
matteroverdrive:weapon_module_color:5, Color Module (Sky Blue)
matteroverdrive:weapon_module_color:6, Color Module (Gold)
matteroverdrive:weapon_module_color:7, Color Module (Lime Green)
matteroverdrive:weapon_module_color:8, Color Module (Black)
matteroverdrive:weapon_module_color:9, Color Module (Gray)
matteroverdrive:weapon_module_barrel:0, Dilithium Focusing Matrix
matteroverdrive:weapon_module_barrel:1, Incendiary Filter
matteroverdrive:weapon_module_barrel:2, Burst Inductive Drum
matteroverdrive:weapon_module_barrel:3, Regenerative Converter
matteroverdrive:weapon_module_barrel:4, Degenerative Explosive Focusing Matrix (Doomsday)
matteroverdrive:weapon_module_barrel:5, Voxel Exaggerating Nullification Obliteration Matrix (VENOM)
matteroverdrive:sniper_scope, Sniper Scope
matteroverdrive:weapon_module_ricochet:0, Shot Rebound Module
matteroverdrive:weapon_module_holo_sights:0, item.matteroverdrive.weapon_module_holo_sights.name
matteroverdrive:tritanium_wrench, Tritanium Wrench
matteroverdrive:tritanium_axe, Tritanium Axe
matteroverdrive:tritanium_pickaxe, Tritanium Pickaxe
matteroverdrive:tritanium_sword, Tritanium Sword
matteroverdrive:tritanium_hoe, Tritanium Hoe
matteroverdrive:tritanium_shovel, Tritanium Shovel
matteroverdrive:tritanium_helmet, Tritanium Helmet
matteroverdrive:tritanium_chestplate, Tritanium Chestplate
matteroverdrive:tritanium_leggings, Tritanium Leggings
matteroverdrive:tritanium_boots, Tritanium Boots
matteroverdrive:rogue_android_part:0, Android Head
matteroverdrive:rogue_android_part:1, Android Arm
matteroverdrive:rogue_android_part:2, Android Leg
matteroverdrive:rogue_android_part:3, Android Torso
matteroverdrive:rogue_android_part:0, Android Head
matteroverdrive:rogue_android_part:1, Android Arm
matteroverdrive:rogue_android_part:2, Android Leg
matteroverdrive:rogue_android_part:3, Android Torso
matteroverdrive:tritanium_spine, Tritanium Spine
matteroverdrive:matter_scanner, Matter Scanner
matteroverdrive:pattern_drive, Pattern Drive
matteroverdrive:network_flash_drive, Network Flash Drive
matteroverdrive:upgrade:0, Upgrade Shell
matteroverdrive:upgrade:1, Speed Upgrade
matteroverdrive:upgrade:2, Power Upgrade
matteroverdrive:upgrade:3, Fail-Safe Upgrade
matteroverdrive:upgrade:4, Range Upgrade
matteroverdrive:upgrade:5, Power Storage Upgrade
matteroverdrive:upgrade:6, Hyper Speed Upgrade
matteroverdrive:upgrade:7, Matter Storage Upgrade
matteroverdrive:transport_flash_drive, Transport Flash Drive
matteroverdrive:energy_pack, Energy Pack
matteroverdrive:data_pad, Data Pad
matteroverdrive:contract, Contract
matteroverdrive:portable_decomposer, Portable Decomposer
matteroverdrive:security_protocol, item.matteroverdrive.security_protocol.name
matteroverdrive:spacetime_equalizer, Space-Time Equalizer
matteroverdrive:record_transformation, Music Disc
matteroverdrive:artifact, Unknown Artifact
matteroverdrive:trilithium_crystal, Pure Trilithium Crystal
matteroverdrive:quantum_fold_manipulator, Quantum Fold Manipulator
matteroverdrive:dilithium_ore, Dilithium Ore
matteroverdrive:tritanium_ore, Tritanium Ore
matteroverdrive:tritanium_block, Tritanium Block
matteroverdrive:machine_hull, Machine Hull
matteroverdrive:decomposer, Matter Decomposer
matteroverdrive:matter_recycler, Matter Recycler
matteroverdrive:replicator, Matter Replicator
matteroverdrive:matter_pipe, Matter Transport Pipe
matteroverdrive:heavy_matter_pipe, Heavy Duty Matter Transport Pipe
matteroverdrive:network_pipe, Matter Network Cable
matteroverdrive:network_router, Matter Network Router
matteroverdrive:matter_analyzer, Matter Analyzer
matteroverdrive:pattern_monitor, Pattern Monitor
matteroverdrive:pattern_storage, Pattern Storage
matteroverdrive:network_switch, Matter Network Switch
matteroverdrive:solar_panel, Solar Panel
matteroverdrive:gravitational_anomaly, Gravitational Anomaly
matteroverdrive:gravitational_stabilizer, Gravitational Stabilizer
matteroverdrive:fusion_reactor_controller, Fusion Reactor Controller
matteroverdrive:fusion_reactor_coil, Fusion Reactor Coil
matteroverdrive:fusion_reactor_io, Fusion Reactor IO
matteroverdrive:matter_plasma, Hidden Pressure Plate
matteroverdrive:molten_tritanium, Hidden Pressure Plate
matteroverdrive:tritanium_crate, Tritanium Crate
matteroverdrive:tritanium_crate_white, White Tritanium Crate
matteroverdrive:tritanium_crate_orange, Orange Tritanium Crate
matteroverdrive:tritanium_crate_magenta, Magenta Tritanium Crate
matteroverdrive:tritanium_crate_light_blue, Light Blue Tritanium Crate
matteroverdrive:tritanium_crate_yellow, Yellow Tritanium Crate
matteroverdrive:tritanium_crate_lime, Lime Tritanium Crate
matteroverdrive:tritanium_crate_pink, Pink Tritanium Crate
matteroverdrive:tritanium_crate_gray, Gray Tritanium Crate
matteroverdrive:tritanium_crate_silver, Light Gray Tritanium Crate
matteroverdrive:tritanium_crate_cyan, Cyan Tritanium Crate
matteroverdrive:tritanium_crate_purple, Purple Tritanium Crate
matteroverdrive:tritanium_crate_blue, Blue Tritanium Crate
matteroverdrive:tritanium_crate_brown, Brown Tritanium Crate
matteroverdrive:tritanium_crate_green, Green Tritanium Crate
matteroverdrive:tritanium_crate_red, Red Tritanium Crate
matteroverdrive:tritanium_crate_black, Black Tritanium Crate
matteroverdrive:inscriber, Molecular Inscriber
matteroverdrive:contract_market, Contract Market
matteroverdrive:android_spawner, Rogue Android Spawner
matteroverdrive:spacetime_accelerator, Space-Time Accelerator
matteroverdrive:pylon, Dimensional Pylon
matteroverdrive:transporter, Transporter
matteroverdrive:star_map, Star Map
matteroverdrive:holo_sign, Holographic Sign
matteroverdrive:weapon_station, Weapon Station
matteroverdrive:android_station, Android Station
matteroverdrive:charging_station, Charging Station
matteroverdrive:decorative.stripes, Yellow Stripes
matteroverdrive:decorative.coils, Coils
matteroverdrive:decorative.clean, Tritanium Smooth Plate
matteroverdrive:decorative.vent.dark, Dark Vent
matteroverdrive:decorative.vent.bright, Vent
matteroverdrive:decorative.holo_matrix, Holographic Matrix
matteroverdrive:decorative.tritanium_plate, Tritanium Plate
matteroverdrive:decorative.tritanium_plate_stripe, Tritanium Plate Guided
matteroverdrive:decorative.carbon_fiber_plate, Carbon Fiber Plate
matteroverdrive:decorative.matter_tube, Matter Tube
matteroverdrive:decorative.beams, Tritanium Grate
matteroverdrive:decorative.floor_tiles, Floor Tiles
matteroverdrive:decorative.floor_tile_white, White Floor Tiles
matteroverdrive:decorative.floor_tiles_green, Green Floor Tiles
matteroverdrive:decorative.floor_noise, Linoleum Floor
matteroverdrive:decorative.white_plate, Soft Wall Plates
matteroverdrive:decorative.separator, Tritanium Rail
matteroverdrive:decorative.tritanium_lamp, Tritanium Lamp
matteroverdrive:decorative.tritanium_plate_colored, Colored Tritanium Plate
matteroverdrive:decorative.engine_exhaust_plasma, Engine Exhaust Plasma
matteroverdrive:microwave, Microwave
matteroverdrive:industrial_glass, Industrial Glass
matteroverdrive:bounding_box, Bounding Block
teslacorelib:gear_diamond, Diamond Gear
teslacorelib:gear_gold, Gold Gear
teslacorelib:gear_stone, Stone Gear
agricraft:seed_analyzer, Seed Analyzer
agricraft:peripheral, Computer Controlled Seed Analyzer
agricraft:sprinkler, Sprinkler
agricraft:crop_sticks, Crop Sticks
agricraft:journal, Agricultural Journal
agricraft:trowel, Gardening Trowel
agricraft:debugger, Debugger
agricraft:rake:0, Wooden Hand Rake
agricraft:rake:1, Iron Hand Rake
agricraft:clipper, Clipper
agricraft:clipping, Clipping
agricraft:agri_nugget:0, Emerald Nugget
agricraft:agri_nugget:1, Diamond Nugget
agricraft:agri_nugget:2, Quartz Shard
agricraft:agri_nugget:3, Iron Nugget
agricraft:agri_nugget:4, Copper Nugget
agricraft:agri_nugget:5, Tin Nugget
agricraft:agri_nugget:6, Lead Nugget
agricraft:agri_nugget:7, Silver Nugget
agricraft:agri_nugget:8, Aluminum Nugget
agricraft:agri_nugget:9, Nickel Nugget
agricraft:agri_nugget:10, Platinum Nugget
agricraft:agri_nugget:11, Osmium Nugget
agricraft:agri_nugget:12, Unknown Fragment
agricraft:magnifying_glass, Magnifying Glass
flyringbaublemod:angelring:0, Angel Ring
flyringbaublemod:angelring:1, Angel Ring
flyringbaublemod:angelring:2, Angel Ring
flyringbaublemod:angelring:3, Angel Ring
flyringbaublemod:angelring:4, Angel Ring
flyringbaublemod:angelring:5, Angel Ring
flyringbaublemod:flyingring:0, Flying Ring
flyringbaublemod:flyingring:1, Flying Ring
flyringbaublemod:birdcage:0, Bird Cage
flyringbaublemod:birdcage:1, Pet Parrot (in bird cage)
flyringbaublemod:pair, PAIR (Parrot Array Including Redundancy)
architecturecraft:sawblade, Circular Saw Blade
architecturecraft:largepulley, Large Pulley
architecturecraft:chisel, Architect's Chisel
architecturecraft:hammer, Architect's Hammer
architecturecraft:sawbench, Architect's Sawbench
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond, Diamond Wand
betterbuilderswands:wandunbreakable, Unbreakable Wand
chancecubes:chance_pendant_tier1, Tier 1 Chance Pendant
chancecubes:chance_pendant_tier2, Tier 2 Chance Pendant
chancecubes:chance_pendant_tier3, Tier 3 Chance Pendant
chancecubes:silk_touch_pendant, Silk Touch Chance Pendant
chancecubes:creative_pendant, Creative Chance Pendant
chancecubes:reward_selector_pendant, Reward Selector Pendant
chancecubes:single_use_reward_selector_pendant, Single Use Reward Selector Pendant
chancecubes:chance_cube, Chance Cube
chancecubes:chance_icosahedron, Chance Icosahedron
chancecubes:giant_chance_cube, Giant Chance Cube
chancecubes:compact_giant_chance_cube, Compact Giant Chance Cube
chancecubes:cube_dispenser, Chance Cube Dispenser
chancecubes:scanner, Chance Cube Scanner
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Oak Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
